user_id,experiment_group,device_type,traffic_source,region,landing_page,sessions,avg_session_duration_sec,pages_viewed,signed_up,purchased,order_value,revenue
USER-01164,treatment,Mobile,Paid Search,North,Homepage,1,130.6,6.8,0,0,94.58,0.0
USER-01165,treatment,Mobile,Organic Search,South,Pricing,2,191.4,5.3,1,0,88.22,0.0
USER-01166,control,Mobile,Organic Search,West,Features,4,255.8,8.1,0,0,87.92,0.0
USER-01167,treatment,Desktop,Paid Search,East,Features,5,321.9,7.6,1,0,178.52,0.0
USER-01168,control,Mobile,Email,North,Features,12,296.6,6.2,1,0,124.28,0.0
USER-01169,control,Desktop,Email,North,Pricing,4,191.3,7.1,1,0,75.41,0.0
USER-01170,treatment,Mobile,Email,South,Pricing,4,251.6,7.0,0,0,134.63,0.0
USER-01171,treatment,Tablet,Paid Search,South,Pricing,6,214.5,3.6,0,0,112.44,0.0
USER-01172,treatment,Desktop,Organic Search,West,Features,2,239.9,6.4,0,0,96.3,0.0
USER-01173,control,Mobile,Social,South,Pricing,3,253.4,6.0,0,1,48.75,48.75
USER-01174,control,Desktop,Organic Search,East,Features,6,200.3,5.7,0,0,125.39,0.0
USER-01175,treatment,Mobile,Organic Search,North,Features,6,109.2,5.5,0,0,125.62,0.0
USER-01176,control,Mobile,Organic Search,South,Pricing,5,275.2,5.6,0,0,106.47,0.0
USER-01177,control,Mobile,Email,South,Homepage,6,280.9,6.0,0,1,121.62,121.62
USER-01178,treatment,Mobile,Organic Search,East,Features,4,158.5,6.9,0,0,108.42,0.0
USER-01179,control,Mobile,Email,South,Features,6,217.3,6.5,0,1,110.54,110.54
USER-01180,treatment,Mobile,Social,South,Features,3,254.7,6.2,0,1,102.27,102.27
USER-01181,treatment,Mobile,Email,North,Features,5,287.2,7.2,0,0,115.18,0.0
USER-01182,control,Tablet,Organic Search,South,Homepage,4,224.8,5.8,0,0,114.43,0.0
USER-01183,treatment,Mobile,Paid Search,East,Homepage,2,216.7,3.9,0,0,102.5,0.0
USER-01184,control,Mobile,Organic Search,East,Pricing,3,235.3,5.1,0,0,107.83,0.0
USER-01185,control,Mobile,Social,East,Features,5,248.6,8.0,0,0,127.52,0.0
USER-01186,control,Mobile,Social,North,Homepage,5,225.7,4.3,0,0,90.06,0.0
USER-01187,control,Mobile,Paid Search,North,Pricing,3,249.4,6.7,0,0,109.21,0.0
USER-01188,treatment,Mobile,Email,North,Features,6,279.1,7.1,0,0,117.0,0.0
USER-01189,control,Desktop,Paid Search,North,Pricing,5,277.8,6.4,1,1,146.04,146.04
USER-01190,control,Mobile,Paid Search,East,Features,2,315.6,5.2,0,0,76.48,0.0
USER-01191,control,Mobile,Organic Search,South,Homepage,1,258.5,5.7,0,0,125.92,0.0
USER-01192,control,Desktop,Paid Search,East,Features,5,144.0,5.4,1,1,116.6,116.6
USER-01193,treatment,Desktop,Email,South,Pricing,5,258.8,9.0,0,0,150.31,0.0
USER-01194,control,Mobile,Organic Search,North,Features,3,241.4,5.4,0,0,101.17,0.0
USER-01195,control,Mobile,Organic Search,South,Features,1,222.9,6.6,1,0,143.59,0.0
USER-01196,treatment,Desktop,Social,West,Pricing,7,242.0,6.0,1,1,100.03,100.03
USER-01197,treatment,Mobile,Organic Search,East,Features,4,206.7,3.2,0,0,140.93,0.0
USER-01198,treatment,Desktop,Paid Search,West,Pricing,3,219.1,1.9,0,0,139.67,0.0
USER-01199,control,Mobile,Paid Search,East,Features,7,224.3,7.6,1,0,92.46,0.0
USER-01200,control,Mobile,Paid Search,West,Pricing,6,204.1,4.7,0,0,126.0,0.0
USER-01201,control,Mobile,Email,East,Pricing,6,206.0,7.0,1,1,119.68,119.68
USER-01202,treatment,Mobile,Email,East,Features,6,196.2,5.0,1,0,106.02,0.0
USER-01203,control,Desktop,Organic Search,East,Features,4,231.1,7.4,1,0,82.24,0.0
USER-01204,control,Mobile,Social,East,Features,5,217.4,5.7,0,0,120.99,0.0
USER-01205,control,Desktop,Organic Search,West,Features,5,260.1,7.6,0,0,113.63,0.0
USER-01206,control,Desktop,Paid Search,East,Features,4,218.7,4.7,0,0,138.88,0.0
USER-01207,treatment,Tablet,Paid Search,East,Features,3,158.2,8.0,0,0,118.14,0.0
USER-01208,treatment,Mobile,Paid Search,West,Homepage,1,237.5,6.0,0,0,129.57,0.0
USER-01209,treatment,Mobile,Organic Search,North,Features,3,214.4,7.5,1,0,114.36,0.0
USER-01210,control,Mobile,Organic Search,South,Features,2,222.3,4.6,0,0,114.86,0.0
USER-01211,treatment,Mobile,Organic Search,East,Homepage,4,165.5,6.1,0,0,79.05,0.0
USER-01212,treatment,Desktop,Paid Search,West,Pricing,4,177.8,6.3,0,1,93.0,93.0
USER-01213,control,Desktop,Paid Search,South,Homepage,9,151.4,8.4,0,0,137.33,0.0
USER-01214,treatment,Mobile,Email,East,Features,5,181.6,7.0,0,0,97.17,0.0
USER-01215,treatment,Mobile,Organic Search,South,Pricing,4,203.9,6.5,0,0,112.1,0.0
USER-01216,control,Desktop,Email,South,Pricing,9,130.1,4.8,0,0,153.49,0.0
USER-01217,treatment,Desktop,Social,West,Pricing,6,193.3,5.3,0,0,101.57,0.0
USER-01218,treatment,Mobile,Organic Search,West,Homepage,4,214.7,5.8,0,0,53.96,0.0
USER-01219,treatment,Desktop,Organic Search,West,Pricing,5,210.0,5.9,1,1,137.56,137.56
USER-01220,control,Mobile,Email,South,Pricing,9,163.1,4.9,1,0,107.29,0.0
USER-01221,control,Mobile,Paid Search,West,Homepage,4,290.9,5.0,0,0,145.77,0.0
USER-01222,treatment,Mobile,Email,South,Pricing,2,256.6,5.4,0,0,135.18,0.0
USER-01223,control,Tablet,Organic Search,West,Pricing,4,192.1,7.8,1,0,101.16,0.0
USER-01224,control,Mobile,Paid Search,West,Pricing,5,219.5,5.8,0,1,130.22,130.22
USER-01225,control,Desktop,Organic Search,North,Pricing,2,265.8,3.8,1,0,87.2,0.0
USER-01226,control,Mobile,Email,West,Pricing,4,176.0,6.2,1,0,92.97,0.0
USER-01227,control,Mobile,Social,East,Homepage,3,117.2,5.2,1,0,69.97,0.0
USER-01228,control,Desktop,Social,West,Homepage,5,297.4,7.8,0,0,120.57,0.0
USER-01229,treatment,Desktop,Paid Search,North,Pricing,3,240.4,5.0,0,0,115.66,0.0
USER-01230,control,Desktop,Paid Search,West,Features,3,216.3,6.7,0,0,128.7,0.0
USER-01231,control,Mobile,Organic Search,North,Homepage,6,306.7,4.3,0,0,115.99,0.0
USER-01232,control,Mobile,Paid Search,South,Pricing,2,241.2,8.0,0,1,95.14,95.14
USER-01233,control,Mobile,Organic Search,North,Pricing,5,190.6,3.7,0,0,120.48,0.0
USER-01234,control,Mobile,Organic Search,East,Homepage,5,233.5,4.9,0,1,114.25,114.25
USER-01235,control,Desktop,Organic Search,East,Homepage,3,229.1,6.1,1,0,109.41,0.0
USER-01236,control,Mobile,Organic Search,West,Pricing,5,148.7,7.1,0,0,94.05,0.0
USER-01237,control,Mobile,Paid Search,South,Homepage,4,348.9,7.2,0,0,113.47,0.0
USER-01238,control,Mobile,Organic Search,North,Features,2,158.9,6.2,0,0,109.67,0.0
USER-01239,control,Desktop,Paid Search,West,Features,4,211.9,3.8,1,1,106.94,106.94
USER-01240,treatment,Mobile,Paid Search,South,Pricing,5,224.7,7.0,1,0,139.38,0.0
USER-01241,treatment,Mobile,Email,East,Pricing,5,322.6,7.7,1,0,137.29,0.0
USER-01242,control,Desktop,Paid Search,East,Homepage,2,319.3,2.1,0,0,141.49,0.0
USER-01243,treatment,Mobile,Paid Search,North,Features,6,236.0,8.3,0,0,88.38,0.0
USER-01244,control,Desktop,Paid Search,East,Features,3,256.5,5.8,1,1,163.18,163.18
USER-01245,control,Mobile,Organic Search,East,Homepage,2,346.5,3.7,0,0,114.74,0.0
USER-01246,control,Mobile,Paid Search,North,Features,3,310.0,4.2,0,0,112.49,0.0
USER-01247,treatment,Mobile,Email,West,Features,5,203.3,6.7,1,0,107.26,0.0
USER-01248,treatment,Desktop,Organic Search,South,Pricing,5,255.5,5.2,1,0,123.82,0.0
USER-01249,control,Mobile,Organic Search,West,Features,2,191.7,6.3,0,0,112.81,0.0
USER-01250,treatment,Mobile,Social,East,Pricing,5,201.8,7.7,0,1,142.83,142.83
USER-01251,treatment,Mobile,Email,South,Pricing,6,239.0,4.4,0,0,146.01,0.0
USER-01252,treatment,Mobile,Paid Search,North,Pricing,3,305.4,7.5,0,0,93.28,0.0
USER-01253,treatment,Mobile,Paid Search,South,Features,2,188.9,8.0,1,1,114.28,114.28
USER-01254,treatment,Tablet,Paid Search,North,Homepage,2,109.4,3.9,0,0,102.29,0.0
USER-01255,treatment,Tablet,Email,West,Features,5,140.1,5.4,0,1,72.59,72.59
USER-01256,control,Mobile,Paid Search,South,Homepage,4,120.5,7.7,0,0,101.29,0.0
USER-01257,control,Tablet,Organic Search,West,Homepage,7,188.0,5.9,1,0,112.38,0.0
USER-01258,control,Mobile,Paid Search,North,Features,5,214.8,6.2,0,0,110.74,0.0
USER-01259,treatment,Desktop,Social,South,Pricing,4,149.7,8.4,1,0,95.73,0.0
USER-01260,treatment,Mobile,Email,West,Pricing,3,102.8,6.4,1,0,115.19,0.0
USER-01261,treatment,Mobile,Email,East,Pricing,2,238.4,6.1,1,0,100.29,0.0
USER-01262,control,Mobile,Email,West,Homepage,6,220.5,5.7,0,0,142.27,0.0
USER-01263,treatment,Mobile,Organic Search,West,Pricing,5,178.5,5.1,0,0,135.72,0.0
USER-01264,treatment,Tablet,Paid Search,North,Homepage,5,212.2,4.6,0,0,128.3,0.0
USER-01265,treatment,Mobile,Paid Search,West,Pricing,6,208.8,7.2,1,0,99.24,0.0
USER-01266,control,Mobile,Organic Search,West,Homepage,1,246.1,4.4,0,0,131.94,0.0
USER-01267,control,Mobile,Social,North,Pricing,7,260.7,4.9,0,0,137.3,0.0
USER-01268,treatment,Desktop,Paid Search,West,Homepage,4,124.8,7.3,0,0,134.81,0.0
USER-01269,control,Mobile,Paid Search,North,Homepage,3,159.5,3.1,0,0,139.91,0.0
USER-01270,control,Mobile,Organic Search,West,Features,6,253.3,8.4,0,1,90.98,90.98
USER-01271,control,Mobile,Paid Search,North,Pricing,8,235.9,4.6,1,0,128.9,0.0
USER-01272,control,Tablet,Paid Search,East,Features,3,179.4,7.5,0,0,116.82,0.0
USER-01273,control,Mobile,Email,South,Homepage,5,199.6,4.1,0,0,121.8,0.0
USER-01274,treatment,Mobile,Paid Search,East,Pricing,4,206.0,7.0,0,0,126.82,0.0
USER-01275,treatment,Desktop,Paid Search,South,Features,2,208.4,5.3,0,0,66.45,0.0
USER-01276,treatment,Mobile,Paid Search,East,Features,4,183.3,8.0,0,0,129.11,0.0
USER-01277,treatment,Mobile,Paid Search,South,Homepage,5,164.4,3.1,0,0,109.24,0.0
USER-01278,control,Tablet,Email,North,Pricing,6,141.3,6.8,0,0,77.09,0.0
USER-01279,treatment,Desktop,Social,South,Homepage,7,231.2,5.9,1,0,104.55,0.0
USER-01280,control,Mobile,Organic Search,West,Features,4,182.3,7.8,0,0,106.68,0.0
USER-01281,control,Tablet,Paid Search,East,Features,5,242.7,5.3,1,0,126.7,0.0
USER-01282,control,Mobile,Paid Search,North,Features,6,175.5,6.1,0,0,118.52,0.0
USER-01283,control,Mobile,Email,South,Features,5,105.0,6.4,1,0,124.51,0.0
USER-01284,control,Desktop,Email,East,Pricing,4,248.6,6.5,0,0,125.42,0.0
USER-01285,control,Tablet,Social,North,Features,5,161.7,4.2,0,0,72.73,0.0
USER-01286,treatment,Desktop,Paid Search,South,Features,4,250.8,5.2,0,0,122.08,0.0
USER-01287,control,Mobile,Paid Search,South,Homepage,7,202.7,4.9,0,0,87.77,0.0
USER-01288,treatment,Mobile,Organic Search,West,Pricing,4,163.9,7.1,0,0,141.09,0.0
USER-01289,treatment,Mobile,Organic Search,South,Pricing,4,154.6,7.3,1,0,162.81,0.0
USER-01290,treatment,Mobile,Social,East,Features,3,257.1,6.5,0,1,126.59,126.59
USER-01291,control,Desktop,Paid Search,East,Homepage,4,167.6,4.4,0,0,91.04,0.0
USER-01292,treatment,Mobile,Paid Search,West,Features,3,237.5,6.1,1,1,97.68,97.68
USER-01293,treatment,Desktop,Paid Search,East,Features,2,281.9,3.5,0,0,116.22,0.0
USER-01294,treatment,Desktop,Email,South,Pricing,10,209.1,5.5,1,1,169.28,169.28
USER-01295,treatment,Desktop,Email,North,Pricing,7,209.0,5.7,0,0,100.03,0.0
USER-01296,control,Desktop,Email,West,Features,5,218.8,6.2,0,0,48.9,0.0
USER-01297,control,Mobile,Organic Search,East,Homepage,5,193.9,5.6,0,1,134.28,134.28
USER-01298,control,Desktop,Organic Search,East,Pricing,4,230.8,5.9,0,0,137.89,0.0
USER-01299,treatment,Mobile,Social,North,Features,6,159.2,6.4,0,0,138.09,0.0
USER-01300,treatment,Mobile,Paid Search,North,Homepage,5,199.3,5.4,1,0,109.31,0.0
USER-01301,control,Desktop,Email,West,Homepage,9,209.9,6.3,0,0,99.85,0.0
USER-01302,treatment,Mobile,Email,South,Features,4,240.5,4.7,0,0,137.83,0.0
USER-01303,treatment,Tablet,Organic Search,North,Features,2,233.2,7.2,0,0,107.1,0.0
USER-01304,treatment,Tablet,Email,West,Features,3,154.1,6.2,0,0,107.49,0.0
USER-01305,control,Desktop,Email,West,Features,5,241.8,7.3,1,0,152.72,0.0
USER-01306,treatment,Mobile,Paid Search,West,Features,3,161.9,7.2,0,0,44.76,0.0
USER-01307,control,Mobile,Social,East,Homepage,2,151.6,4.2,1,0,121.16,0.0
USER-01308,treatment,Mobile,Social,East,Homepage,6,227.0,5.7,1,0,143.9,0.0
USER-01309,control,Mobile,Paid Search,North,Pricing,5,73.4,7.0,0,0,93.3,0.0
USER-01310,treatment,Mobile,Social,North,Pricing,7,195.6,6.1,0,0,113.91,0.0
USER-01311,control,Desktop,Organic Search,West,Pricing,5,234.4,6.1,0,0,60.29,0.0
USER-01312,treatment,Desktop,Organic Search,North,Pricing,6,251.7,6.2,0,0,145.91,0.0
USER-01313,control,Mobile,Email,North,Pricing,8,250.6,6.4,1,1,136.22,136.22
USER-01314,control,Desktop,Social,East,Features,5,249.2,4.7,1,1,117.89,117.89
USER-01315,treatment,Mobile,Paid Search,South,Pricing,4,213.9,4.9,0,0,73.58,0.0
USER-01316,treatment,Desktop,Paid Search,West,Homepage,4,256.9,6.2,0,0,123.39,0.0
USER-01317,control,Tablet,Social,West,Pricing,4,198.3,5.6,0,0,122.26,0.0
USER-01318,control,Desktop,Organic Search,North,Pricing,2,211.9,8.1,0,1,135.0,135.0
USER-01319,treatment,Tablet,Organic Search,West,Pricing,7,224.7,5.5,0,1,111.58,111.58
USER-01320,control,Desktop,Organic Search,West,Features,4,260.2,7.4,0,0,119.79,0.0
USER-01321,control,Desktop,Social,North,Homepage,6,318.5,7.3,1,0,93.35,0.0
USER-01322,treatment,Mobile,Organic Search,East,Homepage,5,253.1,7.6,0,0,83.28,0.0
USER-01323,control,Mobile,Email,North,Homepage,6,236.5,5.1,0,0,109.83,0.0
USER-01324,treatment,Mobile,Email,South,Pricing,7,209.6,7.3,0,0,97.17,0.0
USER-01325,treatment,Desktop,Paid Search,South,Pricing,4,216.0,5.5,1,0,113.75,0.0
USER-01326,treatment,Mobile,Organic Search,South,Pricing,3,171.1,6.3,0,0,157.08,0.0
USER-01327,control,Desktop,Organic Search,East,Features,5,219.0,5.8,0,0,106.62,0.0
USER-01328,control,Mobile,Paid Search,North,Pricing,4,251.5,6.9,1,0,116.74,0.0
USER-01329,treatment,Desktop,Paid Search,East,Pricing,5,291.9,5.9,0,1,120.68,120.68
USER-01330,control,Tablet,Paid Search,East,Features,4,210.7,5.9,0,0,121.93,0.0
USER-01331,treatment,Desktop,Organic Search,North,Homepage,6,192.8,7.0,0,0,103.22,0.0
USER-01332,control,Mobile,Email,North,Features,3,225.4,5.4,0,0,117.33,0.0
USER-01333,treatment,Desktop,Paid Search,South,Pricing,5,261.2,6.7,1,0,130.87,0.0
USER-01334,control,Mobile,Social,North,Pricing,5,206.9,6.7,0,0,157.11,0.0
USER-01335,control,Desktop,Paid Search,North,Pricing,2,281.2,7.1,0,0,155.8,0.0
USER-01336,treatment,Mobile,Organic Search,East,Pricing,3,284.2,4.7,0,0,108.96,0.0
USER-01337,control,Mobile,Paid Search,North,Features,5,278.4,6.6,1,0,104.46,0.0
USER-01338,treatment,Tablet,Social,South,Features,2,253.2,7.7,0,0,150.47,0.0
USER-01339,treatment,Desktop,Paid Search,North,Homepage,5,351.2,6.6,1,0,106.77,0.0
USER-01340,control,Desktop,Social,North,Features,7,236.4,7.1,0,0,130.28,0.0
USER-01341,treatment,Mobile,Organic Search,West,Pricing,3,221.7,9.1,1,0,133.44,0.0
USER-01342,treatment,Desktop,Paid Search,East,Pricing,2,249.2,7.4,0,0,103.23,0.0
USER-01343,control,Tablet,Organic Search,East,Features,1,158.2,8.3,0,0,94.07,0.0
USER-01344,treatment,Desktop,Paid Search,North,Homepage,4,263.6,5.6,1,0,114.21,0.0
USER-01345,treatment,Mobile,Organic Search,East,Pricing,6,256.4,9.2,1,0,103.8,0.0
USER-01346,control,Mobile,Email,East,Homepage,9,193.0,4.6,0,0,157.19,0.0
USER-01347,treatment,Mobile,Organic Search,South,Pricing,2,201.1,5.0,0,0,132.47,0.0
USER-01348,treatment,Mobile,Email,North,Pricing,4,114.3,8.0,1,0,113.18,0.0
USER-01349,treatment,Mobile,Email,South,Pricing,6,309.0,7.8,1,0,149.86,0.0
USER-01350,control,Mobile,Email,East,Features,4,179.6,7.6,1,0,152.02,0.0
USER-01351,control,Desktop,Email,East,Pricing,4,246.2,5.1,0,0,101.25,0.0
USER-01352,treatment,Desktop,Organic Search,West,Features,5,299.9,6.0,0,1,87.79,87.79
USER-01353,control,Mobile,Paid Search,South,Homepage,4,202.1,3.8,0,0,147.13,0.0
USER-01354,treatment,Mobile,Organic Search,South,Features,5,262.6,7.6,1,0,73.65,0.0
USER-01355,treatment,Desktop,Organic Search,South,Homepage,10,282.1,5.5,0,0,100.04,0.0
USER-01356,treatment,Tablet,Paid Search,South,Pricing,5,207.5,5.8,1,0,133.31,0.0
USER-01357,treatment,Tablet,Email,West,Features,4,269.4,6.4,0,0,55.01,0.0
USER-01358,treatment,Mobile,Organic Search,West,Homepage,4,287.6,5.9,1,0,78.32,0.0
USER-01359,treatment,Desktop,Email,South,Pricing,10,259.1,5.3,1,1,151.66,151.66
USER-01360,control,Desktop,Paid Search,West,Homepage,2,276.9,3.9,0,0,96.89,0.0
USER-01361,treatment,Mobile,Paid Search,East,Homepage,1,248.2,5.6,0,0,102.67,0.0
USER-01362,control,Mobile,Paid Search,North,Homepage,6,264.9,6.8,0,0,115.79,0.0
USER-01363,control,Tablet,Social,South,Features,5,220.1,9.5,0,0,63.26,0.0
USER-01364,treatment,Mobile,Email,West,Pricing,6,207.4,8.2,0,1,126.76,126.76
USER-01365,treatment,Mobile,Paid Search,West,Pricing,8,178.4,4.9,1,1,119.33,119.33
USER-01366,treatment,Mobile,Paid Search,North,Features,4,213.1,7.1,0,0,138.95,0.0
USER-01367,treatment,Desktop,Organic Search,North,Pricing,4,307.7,4.8,1,0,148.49,0.0
USER-01368,treatment,Mobile,Email,East,Features,6,272.7,7.3,1,0,123.56,0.0
USER-01369,treatment,Desktop,Social,West,Features,2,223.8,7.6,0,0,124.68,0.0
USER-01370,control,Mobile,Paid Search,North,Pricing,4,219.7,3.8,0,0,85.32,0.0
USER-01371,control,Mobile,Social,South,Features,6,161.9,7.4,0,0,145.36,0.0
USER-01372,treatment,Mobile,Paid Search,West,Homepage,6,196.0,4.5,0,0,124.39,0.0
USER-01373,treatment,Mobile,Paid Search,South,Features,5,178.5,6.5,1,0,100.63,0.0
USER-01374,treatment,Desktop,Paid Search,East,Homepage,3,162.0,4.2,0,0,82.66,0.0
USER-01375,treatment,Mobile,Paid Search,North,Homepage,6,163.6,4.8,0,0,111.66,0.0
USER-01376,treatment,Desktop,Paid Search,South,Features,7,196.0,3.0,0,0,133.34,0.0
USER-01377,control,Desktop,Email,South,Homepage,9,193.4,5.3,0,0,139.01,0.0
USER-01378,control,Mobile,Organic Search,East,Features,5,245.0,5.6,0,0,103.6,0.0
USER-01379,control,Mobile,Email,South,Pricing,6,200.4,6.6,1,0,120.42,0.0
USER-01380,control,Mobile,Paid Search,West,Pricing,2,173.1,5.7,0,0,121.79,0.0
USER-01381,treatment,Mobile,Email,South,Features,4,254.8,6.1,1,0,156.93,0.0
USER-01382,control,Desktop,Paid Search,North,Homepage,7,236.1,6.4,1,0,90.98,0.0
USER-01383,control,Mobile,Organic Search,West,Homepage,4,134.5,4.9,0,0,128.59,0.0
USER-01384,treatment,Desktop,Social,North,Homepage,4,286.4,6.8,0,1,135.28,135.28
USER-01385,treatment,Mobile,Email,North,Features,3,212.6,6.0,0,1,127.13,127.13
USER-01386,treatment,Mobile,Email,East,Features,5,221.8,8.0,0,0,132.21,0.0
USER-01387,control,Mobile,Email,East,Features,6,201.5,7.2,0,0,75.96,0.0
USER-01388,control,Desktop,Organic Search,South,Homepage,2,208.8,5.3,1,0,95.31,0.0
USER-01389,control,Desktop,Organic Search,South,Pricing,6,247.9,5.8,0,0,99.81,0.0
USER-01390,control,Desktop,Organic Search,West,Features,8,231.9,5.5,1,0,126.53,0.0
USER-01391,control,Mobile,Email,West,Features,4,137.9,5.4,0,0,103.85,0.0
USER-01392,control,Mobile,Email,West,Homepage,8,248.3,6.5,1,0,135.66,0.0
USER-01393,treatment,Desktop,Social,South,Homepage,4,268.0,7.0,0,1,96.13,96.13
USER-01394,treatment,Desktop,Social,East,Pricing,3,173.0,4.7,0,0,144.89,0.0
USER-01395,control,Desktop,Social,South,Pricing,6,237.3,5.7,0,0,177.09,0.0
USER-01396,control,Mobile,Paid Search,East,Pricing,7,159.6,4.5,0,0,119.75,0.0
USER-01397,control,Mobile,Paid Search,East,Pricing,1,246.2,7.0,0,0,86.65,0.0
USER-01398,treatment,Tablet,Organic Search,South,Pricing,3,154.4,6.9,1,1,112.89,112.89
USER-01399,treatment,Mobile,Social,West,Homepage,1,278.9,5.8,0,0,74.9,0.0
USER-01400,control,Mobile,Organic Search,West,Features,4,160.0,6.7,0,0,121.78,0.0
USER-01401,control,Desktop,Organic Search,North,Pricing,3,263.6,7.5,1,1,157.04,157.04
USER-01402,treatment,Mobile,Social,East,Pricing,2,270.3,8.0,0,1,134.8,134.8
USER-01403,control,Desktop,Organic Search,South,Features,7,330.3,4.9,0,0,111.44,0.0
USER-01404,treatment,Desktop,Paid Search,West,Homepage,4,262.1,5.1,0,0,115.38,0.0
USER-01405,treatment,Mobile,Organic Search,South,Homepage,5,233.4,5.5,0,0,116.86,0.0
USER-01406,treatment,Mobile,Social,South,Pricing,5,249.6,4.1,1,0,115.27,0.0
USER-01407,treatment,Mobile,Email,North,Pricing,4,285.5,4.5,0,1,95.97,95.97
USER-01408,control,Mobile,Paid Search,East,Homepage,7,226.6,5.7,0,0,109.75,0.0
USER-01409,control,Mobile,Social,East,Features,4,244.0,5.3,1,1,81.76,81.76
USER-01410,control,Mobile,Organic Search,West,Features,5,338.3,6.7,0,0,130.04,0.0
USER-01411,control,Mobile,Paid Search,East,Homepage,3,270.9,5.7,0,0,62.52,0.0
USER-01412,treatment,Mobile,Organic Search,East,Features,7,231.1,8.6,0,0,117.4,0.0
USER-01413,treatment,Mobile,Social,West,Pricing,3,290.7,6.8,0,0,130.15,0.0
USER-01414,control,Desktop,Social,North,Features,1,262.9,7.5,0,0,147.43,0.0
USER-01415,control,Mobile,Organic Search,East,Pricing,5,232.3,4.4,0,0,97.5,0.0
USER-01416,control,Mobile,Organic Search,East,Pricing,2,231.3,4.0,0,0,140.94,0.0
USER-01417,control,Desktop,Paid Search,West,Pricing,3,169.2,8.2,0,1,63.69,63.69
USER-01418,control,Desktop,Email,South,Features,9,247.8,6.8,1,1,115.63,115.63
USER-01419,treatment,Desktop,Paid Search,West,Pricing,4,256.3,5.1,0,0,119.75,0.0
USER-01420,control,Desktop,Email,West,Homepage,5,299.0,2.4,1,0,147.86,0.0
USER-01421,control,Mobile,Organic Search,West,Pricing,2,280.7,8.2,1,0,102.05,0.0
USER-01422,treatment,Desktop,Paid Search,South,Homepage,3,178.8,4.9,0,0,125.84,0.0
USER-01423,treatment,Desktop,Paid Search,North,Features,2,227.5,7.2,0,0,90.64,0.0
USER-01424,treatment,Mobile,Social,South,Pricing,4,201.9,6.6,0,0,112.6,0.0
USER-01425,treatment,Desktop,Paid Search,North,Pricing,4,262.8,6.7,1,0,63.33,0.0
USER-01426,treatment,Desktop,Organic Search,South,Pricing,3,236.0,7.4,1,0,147.79,0.0
USER-01427,treatment,Desktop,Paid Search,East,Homepage,4,289.5,4.5,1,0,146.14,0.0
USER-01428,control,Mobile,Organic Search,East,Pricing,7,116.3,5.5,0,0,117.59,0.0
USER-01429,treatment,Desktop,Social,South,Pricing,4,275.2,3.3,0,0,113.32,0.0
USER-01430,control,Desktop,Paid Search,West,Pricing,7,258.3,5.7,1,1,139.17,139.17
USER-01431,treatment,Desktop,Email,South,Features,2,267.8,5.7,0,0,149.62,0.0
USER-01432,control,Mobile,Organic Search,West,Pricing,6,270.8,5.6,0,0,164.3,0.0
USER-01433,treatment,Mobile,Paid Search,East,Pricing,4,165.5,5.3,0,0,120.36,0.0
USER-01434,control,Tablet,Social,East,Pricing,7,159.9,8.5,1,0,131.8,0.0
USER-01435,treatment,Mobile,Organic Search,South,Pricing,3,211.3,7.4,0,0,122.49,0.0
USER-01436,treatment,Desktop,Organic Search,West,Pricing,4,279.4,6.6,0,0,140.41,0.0
USER-01437,treatment,Mobile,Social,South,Homepage,5,260.7,7.7,0,0,122.83,0.0
USER-01438,treatment,Desktop,Email,South,Features,7,213.4,1.4,1,0,112.29,0.0
USER-01439,treatment,Desktop,Organic Search,South,Homepage,2,248.4,4.8,0,0,155.58,0.0
USER-01440,control,Desktop,Organic Search,North,Pricing,3,230.1,5.4,1,0,139.77,0.0
USER-01441,treatment,Tablet,Email,North,Features,2,154.3,7.0,0,0,122.08,0.0
USER-01442,control,Mobile,Paid Search,East,Homepage,4,276.7,6.1,1,0,93.27,0.0
USER-01443,treatment,Mobile,Social,West,Homepage,1,268.7,5.3,0,0,39.12,0.0
USER-01444,control,Mobile,Paid Search,North,Features,6,257.6,6.1,1,0,114.79,0.0
USER-01445,treatment,Mobile,Paid Search,East,Features,4,165.6,8.3,1,0,156.83,0.0
USER-01446,treatment,Mobile,Organic Search,East,Pricing,4,218.6,6.7,1,1,113.23,113.23
USER-01447,control,Tablet,Organic Search,West,Homepage,6,192.1,9.2,0,0,135.01,0.0
USER-01448,control,Mobile,Paid Search,West,Homepage,7,243.3,5.4,0,0,99.81,0.0
USER-01449,control,Desktop,Organic Search,West,Features,4,156.5,3.9,0,0,120.85,0.0
USER-01450,control,Desktop,Paid Search,North,Features,5,265.9,5.6,1,0,81.52,0.0
USER-01451,treatment,Mobile,Social,North,Pricing,5,225.9,2.6,0,0,159.39,0.0
USER-01452,treatment,Mobile,Organic Search,West,Pricing,3,280.2,3.8,1,0,99.74,0.0
USER-01453,control,Mobile,Organic Search,West,Pricing,2,187.8,4.3,0,0,74.52,0.0
USER-01454,control,Mobile,Paid Search,South,Pricing,6,226.6,7.1,1,1,80.85,80.85
USER-01455,treatment,Mobile,Social,East,Pricing,1,201.5,3.6,0,0,88.63,0.0
USER-01456,control,Desktop,Paid Search,North,Features,4,148.6,8.0,0,0,154.03,0.0
USER-01457,treatment,Desktop,Organic Search,North,Features,5,222.0,6.7,1,0,126.6,0.0
USER-01458,treatment,Mobile,Email,North,Pricing,4,256.4,5.2,0,1,112.7,112.7
